run_dir,seed,embedding_method,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/SEED/uns_runs/bertopic_phash_hdbscan_allsocial/20260901_142107_batch/seed_41,41,phash,0.9133171595305226,0.9074046176875529,0.9133171595305226,0.9062151029876074,0.9132356727281631,0.9132263280604316,14382,4280,7153.52,119.225
