run_dir,seed,binary_stage_used,accuracy,precision,recall,f1,mcc,cohen_kappa,coverage,covered_accuracy,duration_seconds,duration_minutes
/path/to/meme-template-id/results/open_setting_predictions/two_stage_densenet121/20260908_174939,40,True,0.9215133433873188,0.9780056781120515,0.9215133433873188,0.9413568447827347,0.9232073901326456,0.9214349240634414,0.9382663431906104,0.9821447290261714,174.199,2.903
