run_dir,seed,embedding_method,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/SEED/uns_runs/bertopic_phash_hdbscan_allsocial/20260901_142107_batch/seed_42,42,phash,0.9110550127860468,0.9042806025940521,0.9110550127860468,0.9038720948625231,0.9109713062438933,0.9109617161548903,14518,4285,6986.785,116.446
