run_dir,seed,accuracy,precision,recall,f1,mcc,cohen_kappa,coverage,covered_accuracy,duration_seconds,duration_minutes
/path/to/meme-template-id/results/open_setting_predictions/rnn_phash/20260908_180049,40,0.873050837632601,0.964717515197901,0.873050837632601,0.8996321127011695,0.8790141215422086,0.87231099025038,0.9007593762680425,0.969238689748375,3467.278,57.788
