run_dir,seed,embedding_method,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/results/open_setting_predictions/bertopic_clip/20260908_203314,40,clip,0.6745131466789063,0.6533469271715159,0.6745131466789063,0.6484352746371448,0.6742937149043849,0.6741549024153382,4378,4378,3916.62,65.277
