run_dir,seed,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/SEED/uns_runs/zannettou_phash_dbscan_allsocial/20260902_034146_batch/seed_41,41,0.7255917644744607,0.6496664257483994,0.7255917644744607,0.6703905900018816,0.7254054430905444,0.7253196792889294,12307,1866,1446.86,24.114
