run_dir,seed,embedding_method,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/SEED/uns_runs/bertopic_clip_hdbscan_allsocial/20260901_221812_batch/seed_40,40,clip,0.6784473149301685,0.6635323323274743,0.6784473149301685,0.6539444168852766,0.6782140929162066,0.6780915898973097,13468,3972,9755.253,162.588
