run_dir,seed,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/results/open_setting_predictions/zannettou_phash_dbscan/20260908_181229,40,0.7303127663759753,0.6665416063246455,0.7303127663759753,0.6787243238904103,0.7301790274670522,0.7300532046058603,1982,1982,5372.437,89.541
