run_dir,seed,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/SEED/uns_runs/zannettou_phash_dbscan_allsocial/20260902_034146_batch/seed_40,40,0.7303783358468298,0.6589056653440793,0.7303783358468298,0.6763982765730492,0.7302035430260165,0.7301136376443171,12352,1900,1433.76,23.896
