run_dir,seed,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/SEED/uns_runs/zannettou_phash_dbscan_allsocial/20260902_034146_batch/seed_42,42,0.7278211264835093,0.6537521992296667,0.7278211264835093,0.6739417037045555,0.7276386351995869,0.727553359953432,12317,1877,1472.332,24.539
