run_dir,seed,embedding_method,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/SEED/uns_runs/bertopic_phash_hdbscan_allsocial/20260901_142107_batch/seed_40,40,phash,0.9127598190282604,0.905160838041405,0.9127598190282604,0.9049721560304047,0.912679097507896,0.9126684642452577,14393,4283,7226.374,120.44
