run_dir,seed,accuracy,precision,recall,f1,mcc,cohen_kappa,coverage,covered_accuracy,duration_seconds,duration_minutes
/path/to/meme-template-id/results/runs/meme_research_rnn_densenet_embedding_retrain/20260909_182409,42,0.9688217166087469,0.9817145770597772,0.9688217166087469,0.9728110250009304,0.9689347925015739,0.9687892963534361,0.9828535833715822,0.9857233396711031,1151.074,19.185
