run_dir,seed,embedding_method,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/SEED/uns_runs/bertopic_clip_hdbscan_allsocial/20260901_221812_batch/seed_40,40,clip,0.6784473149301685,0.6635323323274743,0.6784473149301685,0.6539444168852766,0.6782140929162066,0.6780915898973097,13468,3972,9755.253,162.588
/path/to/meme-template-id/SEED/uns_runs/bertopic_clip_hdbscan_allsocial/20260901_221812_batch/seed_41,41,clip,0.6756606124188578,0.6516896282181548,0.6756606124188578,0.6463778442498445,0.6754380062037052,0.6752976880340541,13440,3938,3587.86,59.798
/path/to/meme-template-id/SEED/uns_runs/bertopic_clip_hdbscan_allsocial/20260901_221812_batch/seed_42,42,clip,0.6757261818897121,0.6591033000872446,0.6757261818897121,0.6500128728494697,0.6754766689724878,0.6753675530816595,13436,3963,4220.957,70.349
