run_dir,seed,embedding_method,accuracy,precision,recall,f1,mcc,cohen_kappa,discovered_cluster_count,mapped_cluster_count,duration_seconds,duration_minutes
/path/to/meme-template-id/results/open_setting_predictions/bertopic_phash/20260908_194215,40,phash,0.9117434922300177,0.9225958133929079,0.9117434922300177,0.9132562326868746,0.9120067286437202,0.9116528556258486,5422,5422,3047.864,50.798
